date_time,price,buy_time,sell_time
2019-11-17,8482.7,,
2019-11-18,8503.93,,
2019-11-19,8175.99,,
2019-11-20,8120.8,,
2019-11-21,8081.81,,
2019-11-22,7617.07,,
2019-11-23,7286.35,,
2019-11-24,7324.03,,
2019-11-25,6907.4,,
2019-11-26,7130.25,,
2019-11-27,7163.63,,
2019-11-28,7523.83,,
2019-11-29,7431.0,,
2019-11-30,7757.47,,
2019-12-01,7557.72,,
2019-12-02,7402.69,,
2019-12-03,7309.59,,
2019-12-04,7296.77,,
2019-12-05,7192.85,,
2019-12-06,7395.97,,
2019-12-07,7547.19,,
2019-12-08,7504.83,,
2019-12-09,7522.39,,
2019-12-10,7337.42,,
2019-12-11,7220.76,,
2019-12-12,7202.31,,
2019-12-13,7189.16,,
2019-12-14,7251.87,,
2019-12-15,7067.74,,
2019-12-16,7111.14,,
2019-12-17,6879.54,,
2019-12-18,6612.12,,
2019-12-19,7284.29,7284.29,
2019-12-20,7150.86,,
2019-12-21,7190.17,,
2019-12-22,7143.2,,
2019-12-23,7514.41,,
2019-12-24,7322.08,,
2019-12-25,7250.69,,
2019-12-26,7192.72,,
2019-12-27,7194.4,,
2019-12-28,7243.93,,
2019-12-29,7301.07,,
2019-12-30,7385.36,,
2019-12-31,7219.6,,
2020-01-01,7168.31,,
2020-01-02,7175.68,,
2020-01-03,6944.33,,
2020-01-04,7326.35,,
2020-01-05,7347.89,,
2020-01-06,7351.57,,
2020-01-07,7759.24,,
2020-01-08,8165.47,,
2020-01-09,8042.65,,
2020-01-10,7817.92,,
2020-01-11,8184.66,,
2020-01-12,8021.49,,
2020-01-13,8173.97,,
2020-01-14,8105.24,,
2020-01-15,8842.42,,
2020-01-16,8813.89,,
2020-01-17,8722.03,,
2020-01-18,8900.34,,
2020-01-19,8910.85,,
2020-01-20,8703.36,,
2020-01-21,8626.47,,
2020-01-22,8722.26,,
2020-01-23,8658.94,,
2020-01-24,8388.11,,8388.11
2020-01-25,8428.17,,
2020-01-26,8327.36,,
2020-01-27,8588.42,,
2020-01-28,8895.78,,
2020-01-29,9385.69,,
2020-01-30,9279.81,,
2020-01-31,9502.37,,
2020-02-01,9333.77,,
2020-02-02,9378.09,,
2020-02-03,9314.56,,
2020-02-04,9162.14,,
2020-02-05,9162.14,,
2020-02-06,9614.9,,
2020-02-07,9755.66,,
2020-02-08,9807.54,,
2020-02-09,9907.12,,
2020-02-10,10162.41,,
2020-02-11,9854.79,,
2020-02-12,10275.38,,
2020-02-13,10354.3,,
2020-02-14,10242.43,,
2020-02-15,10368.53,,
2020-02-16,9904.17,,
2020-02-17,9937.67,,
2020-02-18,9703.93,,
2020-02-19,10180.65,,
2020-02-20,9604.72,,
2020-02-21,9606.86,,
2020-02-22,9696.58,,
2020-02-23,9669.63,,
2020-02-24,9989.39,,
2020-02-25,9663.75,,
2020-02-26,9309.15,,
2020-02-27,8785.52,,
2020-02-28,8804.72,,
2020-02-29,8712.35,,
2020-03-01,8534.17,,
2020-03-02,8912.82,,
2020-03-03,8912.82,,
2020-03-04,8754.34,,
2020-03-05,8758.9,,
2020-03-06,9067.39,,
2020-03-07,9155.89,,
2020-03-08,8898.63,,
2020-03-09,8039.38,,
2020-03-10,7931.94,,
2020-03-11,7885.46,,
2020-03-12,7936.65,,
2020-03-13,4830.21,,
2020-03-14,5609.03,,
2020-03-15,5166.26,,
2020-03-16,5348.44,,
2020-03-17,5026.35,,
2020-03-18,5357.61,,
2020-03-19,5410.23,,
2020-03-20,6195.2,,
2020-03-21,6226.44,,
2020-03-22,6189.85,,
2020-03-23,5822.62,5822.62,
2020-03-24,6502.16,,
2020-03-25,6768.49,,
2020-03-26,6698.46,,
2020-03-27,6763.75,,
2020-03-28,6369.09,,
2020-03-29,6260.95,,
2020-03-30,5885.41,,
2020-03-31,6405.29,,
2020-04-01,6428.28,,
2020-04-02,6652.87,,
2020-04-03,6809.11,,
2020-04-04,6741.67,,
2020-04-05,6871.69,,
2020-04-06,6777.44,,
2020-04-07,7343.2,,
2020-04-08,7205.55,,
2020-04-09,7365.03,,
2020-04-10,7293.69,,
2020-04-11,6873.24,,
2020-04-12,6891.6,,
2020-04-13,6915.37,,
2020-04-14,6857.66,,
2020-04-15,6871.95,,
2020-04-16,6623.8,,
2020-04-17,7112.27,,
2020-04-18,7034.89,,
2020-04-19,7259.36,,
2020-04-20,7130.04,,
2020-04-21,6840.24,,
2020-04-22,6852.52,,
2020-04-23,7130.99,,
2020-04-24,7477.6,,
2020-04-25,7507.08,,
2020-04-26,7549.52,,
2020-04-27,7699.27,,
2020-04-28,7790.66,,
2020-04-29,7765.33,,
2020-04-30,8777.63,,
