date_time,price,buy_time,sell_time
2020-10-14,11428.24,,
2020-10-15,11431.32,,
2020-10-16,11503.73,,
2020-10-17,11327.57,,
2020-10-18,11366.51,,
2020-10-19,11508.2,,
2020-10-20,11758.16,,
2020-10-21,11925.46,,
2020-10-22,12831.56,,
2020-10-23,12990.25,,
2020-10-24,12944.52,,
2020-10-25,13128.46,,
2020-10-26,13036.77,,
2020-10-27,13076.37,,
2020-10-28,13651.47,,
2020-10-29,13289.0,,
2020-10-30,13458.66,,
2020-10-31,13564.72,,
2020-11-01,13810.32,,
2020-11-02,13758.88,,
2020-11-03,13575.17,,
2020-11-04,14023.31,,
2020-11-05,14155.59,,
2020-11-06,15591.39,,
2020-11-07,15595.77,,
2020-11-08,14839.84,,
2020-11-09,15490.6,,
2020-11-10,15328.53,,
2020-11-11,15317.04,,
2020-11-12,15708.65,,
2020-11-13,16295.57,,
2020-11-14,16339.33,,
2020-11-15,16091.07,,
2020-11-16,15968.16,,
2020-11-17,16725.15,,
2020-11-18,17679.72,,
2020-11-19,17798.45,,
2020-11-20,17820.57,,
2020-11-21,18687.45,,
2020-11-22,18699.75,,
2020-11-23,18422.28,,
2020-11-24,18398.91,,
2020-11-25,19172.52,,
2020-11-26,18739.8,,
2020-11-27,17151.44,,17151.44
2020-11-28,17138.87,,
2020-11-29,17732.42,,
2020-11-30,18191.6,,
2020-12-01,19709.73,,
2020-12-02,18792.52,,
2020-12-03,19226.97,,
2020-12-04,19454.54,,
2020-12-05,18670.49,,
2020-12-06,19155.06,,
2020-12-07,19377.66,,
2020-12-08,19181.41,,
2020-12-09,18318.87,,
2020-12-10,18554.15,,
2020-12-11,18247.76,,
2020-12-12,18029.36,,
2020-12-13,18803.44,,
2020-12-14,19164.48,,
2020-12-15,19276.59,,
2020-12-16,19439.75,,
2020-12-17,21379.48,21379.48,
2020-12-18,22847.46,,
2020-12-19,23150.79,,
2020-12-20,23869.92,,
2020-12-21,23490.58,,
2020-12-22,22745.48,,
2020-12-23,23824.99,,
2020-12-24,23253.37,,
2020-12-25,23715.53,,
2020-12-26,24693.58,,
2020-12-27,26443.21,,
2020-12-28,26246.58,,
2020-12-29,27036.69,,
2020-12-30,27376.37,,
2020-12-31,28856.59,,
2021-01-01,28982.56,,
2021-01-02,29393.75,,
2021-01-03,32195.46,,
2021-01-04,33000.78,,
2021-01-05,32035.03,,
2021-01-06,34046.67,,
2021-01-07,36860.41,,
2021-01-08,39486.04,,
2021-01-09,40670.25,,
2021-01-10,40240.72,,
2021-01-11,38240.09,,
2021-01-12,35544.94,,
2021-01-13,34011.82,,
2021-01-14,37393.13,,37393.13
2021-01-15,39158.47,,
2021-01-16,36828.52,,
2021-01-17,36065.2,,
2021-01-18,35793.01,,
2021-01-19,36632.35,,
2021-01-20,36020.13,,
2021-01-21,35538.98,,
2021-01-22,30797.88,,
2021-01-23,33002.38,,
2021-01-24,32099.74,,
2021-01-25,32276.84,,
2021-01-26,32243.26,,
2021-01-27,32541.8,,
2021-01-28,30419.17,,
2021-01-29,33403.17,,
2021-01-30,34314.26,,
2021-01-31,34318.1,,
2021-02-01,33136.46,,
2021-02-02,33522.9,,
2021-02-03,35529.66,,
2021-02-04,37676.25,37676.25,
2021-02-05,37002.09,,
2021-02-06,38278.61,,
2021-02-07,39323.26,,
2021-02-08,38928.1,,
2021-02-09,46364.3,,
2021-02-10,46589.58,,
2021-02-11,44878.17,,
2021-02-12,48013.38,,
2021-02-13,47471.4,,
2021-02-14,47185.19,,
2021-02-15,48720.37,,
2021-02-16,47951.85,,
2021-02-17,49160.1,,
2021-02-18,52118.23,,
2021-02-19,51608.15,,
2021-02-20,55916.5,,
2021-02-21,56001.2,,
2021-02-22,57487.86,,
2021-02-23,54123.4,,
2021-02-24,48880.43,,
2021-02-25,50624.84,,50624.84
2021-02-26,46800.42,,
2021-02-27,46340.31,,
2021-02-28,46155.87,,
2021-03-01,45113.92,,
2021-03-02,49618.43,,
2021-03-03,48356.04,,
2021-03-04,50477.7,,
2021-03-05,48448.91,,
2021-03-06,48861.38,,
2021-03-07,48881.59,,
2021-03-08,51169.7,,
2021-03-09,52299.33,,
2021-03-10,54881.52,54881.52,
2021-03-11,55997.23,,
2021-03-12,57764.0,,
2021-03-13,57253.28,,
2021-03-14,61258.73,,
2021-03-15,59133.47,,
2021-03-16,55754.72,,
2021-03-17,56872.38,,
2021-03-18,58913.0,,
2021-03-19,57665.9,,
2021-03-20,58075.1,,
2021-03-21,58085.8,,58085.8
2021-03-22,57411.17,,
2021-03-23,54204.96,,
2021-03-24,54477.46,,
2021-03-25,52508.23,,
2021-03-26,51415.92,,
2021-03-27,55074.47,,
2021-03-28,55863.93,,
