date,diff
9/11/16,0.0
9/12/16,-0.00845111274357846
9/13/16,0.0008895178432735129
9/14/16,-0.0014954323267679648
9/15/16,0.0011113841231971122
9/16/16,-0.0009045653370076678
9/17/16,-0.0014784203358155779
9/18/16,0.0032359653870761562
9/19/16,-0.0009881885957230274
9/20/16,-0.0010903243324795753
9/21/16,-0.007034951897095798
9/22/16,-0.001060052258436972
9/23/16,-0.0024348256298258875
9/24/16,0.007105714494785698
9/25/16,-0.0015417646809949836
9/26/16,-0.001996560199130304
9/27/16,0.005031635420982283
9/28/16,-0.00020789416266842053
9/29/16,-0.001306992118560668
9/30/16,0.003966252600251963
10/1/16,0.0038526633534194943
10/2/16,-0.0013016817802955494
10/3/16,-0.000801340437097231
10/4/16,-0.0015857577683382473
10/5/16,-0.0017417487774378237
10/6/16,0.0034907311289034126
10/7/16,0.00362476490577901
10/8/16,-0.0017414810790565838
10/9/16,0.0006424110251108672
10/10/16,0.001331209648908871
10/11/16,-0.001952427134382262
10/12/16,0.014067898199039863
10/13/16,0.000649236149781629
10/14/16,-0.0013268428640533791
10/15/16,0.0026768762522606515
10/16/16,0.0023626634012621217
10/17/16,-0.0016620291930897757
10/18/16,-0.0018253703949770994
10/19/16,-0.0048318736520869265
10/20/16,-0.0010572581453396346
10/21/16,0.002896134742613299
10/22/16,0.015897344221169618
10/23/16,-0.0014800266394803252
10/24/16,-0.00123833131535811
10/25/16,0.0026057082362145323
10/26/16,-0.0025657069023092838
10/27/16,0.02004335864162199
10/28/16,0.003461946751816658
10/29/16,-0.001119259252671867
10/30/16,0.007588288064483972
10/31/16,0.002481689506643736
11/1/16,-0.003098103165705357
11/2/16,0.02206044306813082
11/3/16,-0.028867725661637866
11/4/16,-0.0015724986375578176
11/5/16,0.013200505673753415
11/6/16,0.004420260230068251
11/7/16,-0.0012461129017817818
11/8/16,-0.0006060222940535986
11/9/16,0.007265239718648342
11/10/16,0.0003432372698437547
11/11/16,-0.003657047414578951
11/12/16,-0.007185565445743336
11/13/16,-0.0008834221057991698
11/14/16,0.002577276519395877
11/15/16,0.002727046282267942
11/16/16,0.0005006488143153298
11/17/16,0.015128644204766228
11/18/16,0.006178900476130789
11/19/16,0.0008474041359858298
11/20/16,-0.0117069496473583
11/21/16,0.005604870335200296
11/22/16,-0.0009183322862886811
11/23/16,0.0027374800302948366
11/24/16,-0.002454709369726249
11/25/16,-0.0010672442387500425
11/26/16,-0.0011645747214905633
11/27/16,-0.003393244674851026
11/28/16,-0.00038795746769926254
11/29/16,0.003212559959499206
11/30/16,0.005875457552301899
12/1/16,-0.0003744069475235534
12/2/16,0.017425963348607798
12/3/16,-0.004578226763553239
12/4/16,-0.0007734441845066442
12/5/16,-0.004773395416769688
12/6/16,0.0011437505621234578
12/7/16,0.0013582369620896984
12/8/16,0.006096717257834339
12/9/16,0.0001692342164512084
12/10/16,-0.0005304877704475075
12/11/16,0.004449501169222714
12/12/16,0.0
12/13/16,0.0005529959616148439
12/14/16,-0.001733958428643323
12/15/16,0.0010412055931259268
12/16/16,-0.00048670480256074455
12/17/16,0.007117283701573829
12/18/16,-0.0001652252186192804
12/19/16,0.00014870552513146507
12/20/16,0.002427152799840293
12/21/16,0.016715405509374115
12/22/16,0.005632992366984002
12/23/16,0.03320331776515051
12/24/16,-0.004699258836497133
12/25/16,0.0004819517671217355
12/26/16,0.002295305046605467
12/27/16,0.015703510467090176
12/28/16,-1.4004153745972303e-05
12/29/16,0.015155932149871543
12/30/16,-0.005092254267811125
12/31/16,0.002714534069072183
1/1/17,0.017588772228707583
1/2/17,0.007872206058308961
1/3/17,-0.0010914131948007721
1/4/17,0.04604195021776469
1/5/17,-0.05415240163658108
1/6/17,0.002168950835596206
1/7/17,-0.04713784284233302
1/8/17,0.005442677581372735
1/9/17,0.0011223751950772964
1/10/17,-0.002123015556589003
1/11/17,-0.0621608119058088
1/12/17,-0.0023848071880387955
1/13/17,0.024525951222847286
1/14/17,-0.0044269788000921295
1/15/17,0.0008699365950595173
1/16/17,0.005764182161329678
1/17/17,0.036751920604838784
1/18/17,0.0013241573304170196
1/19/17,-0.005205202027707134
1/20/17,-0.0010571040681277566
1/21/17,0.0009800726528155224
1/22/17,0.010994673621535167
1/23/17,0.001637438849184658
1/24/17,-0.000991928412301224
1/25/17,-0.012900018118536583
1/26/17,0.011001083176107151
1/27/17,-0.0004299050386786796
1/28/17,0.0024903774715063776
1/29/17,-0.002071496403523554
1/30/17,-0.0017783995029483357
1/31/17,0.024309706473910175
2/1/17,0.00669981241126516
2/2/17,0.0016442105664502549
2/3/17,0.01288198430230203
2/4/17,0.0076373973418975005
2/5/17,0.001291520725350992
2/6/17,-0.004244150551567127
2/7/17,0.010929006012449172
2/8/17,0.0011275823025993503
2/9/17,-0.03286672895119125
2/10/17,0.010114832813238106
2/11/17,-0.0006583933129946651
2/12/17,0.0013104188945809447
2/13/17,-0.00031576457661497415
2/14/17,0.0005740995625154177
2/15/17,0.004799545077720513
2/16/17,0.00970728595524939
2/17/17,-3.408644530633609e-06
2/18/17,0.008901607596637273
2/19/17,-0.0015885395453767437
2/20/17,-0.0007883373025876494
2/21/17,0.029135562029309003
2/22/17,-0.00021849557925390783
2/23/17,0.002616226257059928
2/24/17,0.016906141365032212
2/25/17,-0.009061901709477738
2/26/17,-8.897902680393699e-05
2/27/17,0.014983753984665338
2/28/17,-0.001163807248357518
3/1/17,0.0012141543236547925
3/2/17,0.024295770640824887
3/3/17,0.00878302211034132
3/4/17,0.0006281056840946597
3/5/17,-0.005455788012103113
3/6/17,0.0014546511633697357
3/7/17,0.0014628801675509173
3/8/17,-0.0435593262629399
3/9/17,0.012966185849821787
3/10/17,-0.00013810495296207037
3/11/17,-0.004736352465090743
3/12/17,0.017446906701994003
3/13/17,6.558176263027349e-05
3/14/17,0.00621349293613882
3/15/17,0.004174652699775905
3/16/17,-0.00013804880661494323
3/17/17,-0.06144210901334812
3/18/17,-0.05915023138253783
3/19/17,0.006993315832692026
3/20/17,0.03507421237739594
3/21/17,0.027876013477328154
3/22/17,-0.0021913146427792185
3/23/17,-0.029967822207434214
3/24/17,-0.042513455387938937
3/25/17,-0.00649867103810875
3/26/17,0.013299738100048586
3/27/17,0.03505980162970568
3/28/17,0.0015926613471179962
3/29/17,-0.00019382041514637294
3/30/17,-0.0011161805329344965
3/31/17,-0.001326177873243406
4/1/17,0.021370166371466492
4/2/17,0.004863116487624719
4/3/17,-0.007644786592735819
4/4/17,0.024094363978127475
4/5/17,-0.0032537872549509572
4/6/17,0.00017270770418287285
4/7/17,0.02127969116656958
4/8/17,-0.0034077150919045174
4/9/17,0.0010577116054952818
4/10/17,0.00861249692669297
4/11/17,0.006733789588825978
4/12/17,-0.0026732240115898698
4/13/17,-0.014145034137289514
4/14/17,0.0019229143230861112
4/15/17,-0.005494178756961343
4/16/17,0.006104690058090778
4/17/17,0.006791641859151376
4/18/17,-0.01045040900629779
4/19/17,0.014856966331662669
4/20/17,0.008389538647707528
4/21/17,-0.0017721201050404645
4/22/17,0.00858248269027495
4/23/17,-0.0011457233522067511
4/24/17,-0.005960752340014253
4/25/17,0.013295547172487154
4/26/17,0.009964766664320557
4/27/17,-0.007053492208978884
4/28/17,0.01435150796556739
4/29/17,0.0012003317702662386
4/30/17,-0.0006442969965450018
5/1/17,0.026592662835105862
5/2/17,0.010566621323858438
5/3/17,-0.0013558598959302337
5/4/17,0.017851889865383885
5/5/17,0.007151605588297194
5/6/17,-0.004150778188187321
5/7/17,0.004867722274787489
5/8/17,0.02865378314960898
5/9/17,0.002765581034711584
5/10/17,0.028450913008388756
5/11/17,0.014083404727350146
5/12/17,0.0019060103391828065
5/13/17,-0.013769592156068988
5/14/17,0.0010762366116248145
5/15/17,0.0008996523769209119
5/16/17,-0.01011243500520731
5/17/17,0.016767149681702787
5/18/17,-0.005684735744795333
5/19/17,0.04120286743647039
5/20/17,0.01977701670199794
5/21/17,-0.009424517921148734
5/22/17,0.017338543110072546
5/23/17,0.03911713467124889
5/24/17,-0.006000332242286799
5/25/17,0.02448925638289179
5/26/17,-0.033109370567149465
5/27/17,0.013119980427815037
5/28/17,-0.016865729884257163
5/29/17,0.01612420469991438
5/30/17,0.002680241232069225
5/31/17,-0.0007756044345663682
6/1/17,0.021010505978765526
6/2/17,0.001930251196692545
6/3/17,0.02038853999302237
6/4/17,-0.0016524455325956922
6/5/17,0.002299311979367058
6/6/17,0.05685206059522274
6/7/17,-0.03420757823915288
6/8/17,0.002941211889298412
6/9/17,0.02277574859043785
6/10/17,0.0027379070037154563
6/11/17,0.0080535984099388
6/12/17,-0.0376909012856812
6/13/17,0.014544096999073997
6/14/17,-0.006718186170166618
6/15/17,-0.04449673158039236
6/16/17,0.003978782729070485
6/17/17,0.0022809428975638646
6/18/17,0.0051309736069580225
6/19/17,0.018616854735947097
6/20/17,-0.0028652666799331428
6/21/17,0.011707572279783474
6/22/17,0.00905008342325031
6/23/17,-0.0022043787613594823
6/24/17,-0.020366916050318373
6/25/17,-0.01307675198493996
6/26/17,-0.00179044418316332
6/27/17,0.0027465022498533997
6/28/17,0.011480193728337529
6/29/17,-0.004567737839588748
6/30/17,-0.013913025987916772
7/1/17,0.004108472007855024
7/2/17,-0.014105489450337405
7/3/17,0.02440637764254605
7/4/17,0.006480413709834654
7/5/17,-0.00014032070958513998
7/6/17,0.0018472429776665855
7/7/17,-0.020226334160375004
7/8/17,0.0020277507251176274
7/9/17,0.00575360824947424
7/10/17,-0.03014419582851202
7/11/17,-0.007232790096215247
7/12/17,0.010811492456061167
7/13/17,-0.0056737036325857915
7/14/17,-0.0030154516449538704
7/15/17,-0.05528009854350824
7/16/17,-0.027824949975769453
7/17/17,-0.004578872024612934
7/18/17,0.0842592724395752
7/19/17,-0.010487589993183555
7/20/17,8.519120264960378e-05
7/21/17,0.07338193716862484
7/22/17,0.019846351106096893
7/23/17,0.0027600902141324823
7/24/17,-0.011476663541777565
7/25/17,-0.03121095990991085
7/26/17,0.0005596071281441795
7/27/17,0.01388764086731209
7/28/17,0.021443916155970744
7/29/17,0.0004936208917412088
7/30/17,-0.0061005284709314545
7/31/17,0.01864811126211441
8/1/17,-0.0005354145207263628
8/2/17,-0.02646759605458282
8/3/17,0.015906116625563627
8/4/17,-0.0006404958440713315
8/5/17,0.0619973586633642
8/6/17,0.004624093020188624
8/7/17,-0.00569356454897374
8/8/17,0.032214313130509264
8/9/17,-0.01275284877114169
8/10/17,-0.002210681561336525
8/11/17,0.03642354685639182
8/12/17,0.025570373650260603
8/13/17,0.0017680527611472208
8/14/17,0.044202416725013904
8/15/17,-0.00674074468663477
8/16/17,-0.0038333536945791558
8/17/17,0.015186903470005397
8/18/17,-0.020363743389696154
8/19/17,-0.0027138455008066664
8/20/17,0.005597622209852826
8/21/17,-0.01209881077524555
8/22/17,-0.006213490149310719
8/23/17,0.020083477974349506
8/24/17,0.016870142889375384
8/25/17,-0.0008560323147968063
8/26/17,0.0028722279311832466
8/27/17,-0.0006184385349690125
8/28/17,-0.0015245239816019662
8/29/17,0.02611644445939776
8/30/17,-0.001226731737045128
8/31/17,-0.001179998290560924
9/1/17,0.0301310020497918
9/2/17,-0.03033315222696853
9/3/17,0.0004911085575312057
9/4/17,-0.023493681676906242
9/5/17,0.014222883335452075
9/6/17,-0.010150950600679387
9/7/17,0.02591624493094402
9/8/17,-0.03333496813862391
9/9/17,0.00015208266824906502
9/10/17,0.0017784449001383429
9/11/17,-0.008289672008686466
9/12/17,-0.005090243810920825
9/13/17,-0.025268883242379747
9/14/17,-0.07674490309669402
9/15/17,-0.013715576542358665
9/16/17,0.068232360517547
9/17/17,-0.0020316448022259515
9/18/17,-0.007900517639223281
9/19/17,0.030197998238261636
9/20/17,0.003744621060413511
9/21/17,-0.009167443677267961
9/22/17,-0.02964617142561199
9/23/17,0.016273175981088794
9/24/17,0.0001417866140398516
9/25/17,0.01855949155793768
9/26/17,-0.003566862669449389
9/27/17,-0.003267255191322427
9/28/17,0.03451127359960626
9/29/17,-0.000870536262310484
9/30/17,-0.0030454998467286387
10/1/17,0.020019616962256404
10/2/17,0.002597628800333318
10/3/17,0.000710845201147503
10/4/17,-0.01702226975230481
10/5/17,0.011530134979075513
10/6/17,-0.002033867277938306
10/7/17,0.005755365685326197
10/8/17,0.021876785852345204
10/9/17,0.000318753552250417
10/10/17,0.01634312600652832
10/11/17,0.003365701802499732
10/12/17,0.00024181481652751913
10/13/17,0.0621295059091147
10/14/17,0.01349740149797407
10/15/17,0.006500310583337665
10/16/17,-0.008641919756828376
10/17/17,-0.008251935403383648
10/18/17,-0.0007021810694385344
10/19/17,0.010201521919926293
10/20/17,0.018686732829864106
10/21/17,0.0005066807102154236
10/22/17,-0.00023623531382543916
10/23/17,-0.007844708726729266
10/24/17,0.0018077488801506725
10/25/17,-0.01734129312876931
10/26/17,0.016792496057215445
10/27/17,-0.00024461942049791574
10/28/17,-0.008422437713123898
10/29/17,0.027579095761557593
10/30/17,-0.0013386496453389185
10/31/17,0.017488736736536392
11/1/17,0.018411369329634386
11/2/17,0.005611010302168484
11/3/17,0.02776380448756921
11/4/17,0.014234556432736856
11/5/17,-0.004198383193579236
11/6/17,-0.02281163110702833
11/7/17,0.0063570244382264995
11/8/17,0.002230164914917232
11/9/17,0.001787259403546848
11/10/17,-0.027463586505980686
11/11/17,-0.009816549645379702
11/12/17,-0.06039867301238644
11/13/17,0.059141252780760656
11/14/17,-0.0037688468257637275
11/15/17,0.050920381788991165
11/16/17,0.029522767254492877
11/17/17,0.002976162887204481
11/18/17,-0.0028589400540912635
11/19/17,0.010457391985118303
11/20/17,0.0022754709823846753
11/21/17,0.0005434909232433505
11/22/17,0.011078041268262062
11/23/17,-0.0016480036232180417
11/24/17,0.0007511438845648755
11/25/17,0.02338341129995003
11/26/17,0.003051306778677265
11/27/17,0.04464991548051245
11/28/17,0.010342490909737823
11/29/17,-0.0014646808701410663
11/30/17,0.009885691526640983
12/1/17,0.030431439920159953
12/2/17,-0.0001609163854405793
12/3/17,0.017706297778624425
12/4/17,0.009559262076201946
12/5/17,0.00023948358841874295
12/6/17,0.06752094787162388
12/7/17,0.0858857405604585
12/8/17,0.009344400300911104
12/9/17,-0.0466730716804058
12/10/17,-0.007901892520846943
12/11/17,0.005777718559174971
12/12/17,0.05937009117184733
12/13/17,-0.011927569510488567
12/14/17,-0.014610415960372158
12/15/17,0.03881876330306966
12/16/17,0.04027142527960681
12/17/17,-0.004900509144671439
12/18/17,-0.007223917514354916
12/19/17,-0.02899795920083026
12/20/17,-0.008759669146816584
12/21/17,-0.034715576147380744
12/22/17,-0.023822863644155312
12/23/17,-0.042442427139556926
12/24/17,0.005406158564713159
12/25/17,0.0052562868771444116
12/26/17,-0.01178836637930658
12/27/17,0.05481077510563814
12/28/17,-0.035050765498155556
12/29/17,-0.005059836226919856
12/30/17,-0.031630585794572674
12/31/17,0.03014817696763128
1/1/18,-0.011481022123954077
1/2/18,0.03650760822971044
1/3/18,0.0013698170884319794
