date_time,price,buy_time,sell_time
2021-03-29,55783.71,,
2021-03-30,57627.67,,
2021-03-31,58730.13,,
2021-04-01,58735.25,,
2021-04-02,58736.92,,
2021-04-03,59031.32,,
2021-04-04,57076.49,,
2021-04-05,58206.55,,
2021-04-06,59054.1,,
2021-04-07,58020.46,,
2021-04-08,55947.27,,
2021-04-09,58048.59,,
2021-04-10,58102.58,,
2021-04-11,59774.0,,
2021-04-12,59964.87,,
2021-04-13,59834.74,,
2021-04-14,63554.44,,
2021-04-15,62969.12,,
2021-04-16,63252.63,,
2021-04-17,61455.98,,
2021-04-18,60087.09,,
2021-04-19,56251.48,,
2021-04-20,55703.14,,
2021-04-21,56507.91,,
2021-04-22,53808.8,,
2021-04-23,51731.71,,
2021-04-24,51153.13,,
2021-04-25,50110.53,,
2021-04-26,49075.58,,
2021-04-27,54056.64,,
2021-04-28,55071.46,,
2021-04-29,54884.1,,
2021-04-30,53584.15,,
2021-05-01,57796.62,,
2021-05-02,57857.5,,
2021-05-03,56610.46,,
2021-05-04,57213.33,,
2021-05-05,53241.72,,
2021-05-06,57473.23,,
2021-05-07,56428.16,,
2021-05-08,57380.27,,
2021-05-09,58928.81,,
2021-05-10,58280.73,,
2021-05-11,55883.5,,
2021-05-12,56750.0,,
2021-05-13,49007.09,,
2021-05-14,49702.27,,
2021-05-15,49922.52,,
2021-05-16,46736.58,,
2021-05-17,46441.64,,
2021-05-18,43596.24,,
2021-05-19,42912.19,,
2021-05-20,36964.27,,
2021-05-21,40784.32,,
2021-05-22,37280.35,,
2021-05-23,37528.3,,
2021-05-24,34754.54,,
2021-05-25,38728.59,,
2021-05-26,38410.5,,
2021-05-27,39266.04,,
2021-05-28,38445.29,,
2021-05-29,35689.62,,
2021-05-30,34647.67,,
2021-05-31,35684.59,,
2021-06-01,37310.54,,
2021-06-02,36662.64,,
2021-06-03,37585.24,,
2021-06-04,39188.59,,
2021-06-05,36885.51,,
2021-06-06,35530.38,,
2021-06-07,35816.17,,
2021-06-08,33514.87,,
2021-06-09,33450.19,,
2021-06-10,37338.36,,
2021-06-11,36704.57,,
2021-06-12,37313.18,,
2021-06-13,35494.9,,
2021-06-14,39066.82,,
2021-06-15,40525.8,,
2021-06-16,40188.56,,
2021-06-17,38324.87,,
2021-06-18,38068.04,,
2021-06-19,35729.82,,
2021-06-20,35524.17,,
2021-06-21,35592.35,,
2021-06-22,31686.55,,
2021-06-23,32447.59,,
2021-06-24,33674.66,,
2021-06-25,34639.38,,
2021-06-26,31640.58,,
2021-06-27,32160.91,,
2021-06-28,34644.45,,
2021-06-29,34456.67,,
2021-06-30,35847.7,,
2021-07-01,35047.36,,
2021-07-02,33536.88,,
2021-07-03,33856.86,,
2021-07-04,34688.98,,
2021-07-05,35309.3,,
2021-07-06,33747.97,,
2021-07-07,34211.01,,
2021-07-08,33839.04,,
2021-07-09,32877.41,,
2021-07-10,33818.52,,
2021-07-11,33515.57,,
2021-07-12,34227.64,,
2021-07-13,33158.25,,
2021-07-14,32686.56,,
2021-07-15,32814.61,,
2021-07-16,31738.59,,
2021-07-17,31421.25,,
2021-07-18,31520.66,,
2021-07-19,31783.49,,
2021-07-20,30815.94,,
2021-07-21,29790.24,,
2021-07-22,32118.06,,
2021-07-23,32297.89,32297.89,
2021-07-24,33581.63,,
2021-07-25,34279.34,,
2021-07-26,35365.2,,
2021-07-27,37318.14,,
2021-07-28,39405.95,,
2021-07-29,40002.53,,
2021-07-30,40005.93,,
2021-07-31,42214.15,,
2021-08-01,41659.06,,
2021-08-02,40000.46,,
2021-08-03,39193.94,,
2021-08-04,38138.0,,
2021-08-05,39750.14,,
2021-08-06,40882.0,,
2021-08-07,42825.95,,
2021-08-08,44634.13,,
2021-08-09,43816.14,,
2021-08-10,46333.46,,
2021-08-11,45608.37,,
2021-08-12,45611.46,,
2021-08-13,44417.78,,
2021-08-14,47833.98,,
2021-08-15,47112.19,,
2021-08-16,47056.41,,
2021-08-17,45982.55,,
2021-08-18,44648.57,,
2021-08-19,44777.86,,44777.86
2021-08-20,46734.65,,
2021-08-21,49327.75,,
2021-08-22,48932.02,,
2021-08-23,49335.68,,
2021-08-24,49523.5,,
2021-08-25,47744.58,,
2021-08-26,48972.09,,
2021-08-27,46962.8,,
2021-08-28,49056.86,,
2021-08-29,48897.65,,
2021-08-30,48806.78,,
2021-08-31,47074.77,,
2021-09-01,47155.87,,
2021-09-02,48862.76,,
2021-09-03,49329.01,,
2021-09-04,50035.33,,
2021-09-05,49947.38,,
2021-09-06,51769.06,,
2021-09-07,52677.4,,
2021-09-08,46809.17,,
2021-09-09,46078.38,,
2021-09-10,46368.69,,
