date_time,price,buy_time,sell_time
2017-02-24,1174.86625,,
2017-02-25,1150.605714,,
2017-02-26,1150.37,,
2017-02-27,1190.75195,,
2017-02-28,1187.565286,,
2017-03-01,1190.89,,
2017-03-02,1259.410817,,
2017-03-03,1285.14,,
2017-03-04,1287.0,,
2017-03-05,1270.9333,,
2017-03-06,1275.197375,,
2017-03-07,1279.5,,
2017-03-08,1157.3933,,1157.3933
2017-03-09,1192.469143,,
2017-03-10,1192.09,,
2017-03-11,1179.159875,,
2017-03-12,1227.494625,,
2017-03-13,1227.68,,
2017-03-14,1245.370786,,
2017-03-15,1257.399625,,
2017-03-16,1257.0,,
2017-03-17,1091.171888,,
2017-03-18,952.2323625,,
2017-03-19,967.69,,
2017-03-20,1049.084488,,
2017-03-21,1118.630043,,
2017-03-22,1113.0,,
2017-03-23,1038.789,,
2017-03-24,941.9197143,,
2017-03-25,927.93,,
2017-03-26,956.7863125,,
2017-03-27,1037.22925,,
2017-03-28,1041.04,,
2017-03-29,1040.5755,,
2017-03-30,1037.90455,,
2017-03-31,1034.74,,
2017-04-01,1086.929571,1086.929571,
2017-04-02,1099.169125,,
2017-04-03,1079.99,,
2017-04-04,1141.600363,,
2017-04-05,1133.079314,,
2017-04-06,1133.53,,
2017-04-07,1190.45425,,
2017-04-08,1181.149838,,
2017-04-09,1184.03,,
2017-04-10,1207.744875,,
2017-04-11,1226.617038,,
2017-04-12,1219.09,,
2017-04-13,1180.023713,,
2017-04-14,1185.260057,,
2017-04-15,1170.36,,
2017-04-16,1186.927413,,
2017-04-17,1205.634875,,
2017-04-18,1176.97,,
2017-04-19,1217.930088,,
2017-04-20,1241.686325,,
2017-04-21,1236.63,,
2017-04-22,1261.311225,,
2017-04-23,1257.988113,,
2017-04-24,1240.84,,
2017-04-25,1279.414688,,
2017-04-26,1309.109875,,
2017-04-27,1288.02,,
2017-04-28,1331.294429,,
2017-04-29,1334.979038,,
2017-04-30,1333.0,,
2017-05-01,1417.172813,,
2017-05-02,1452.076288,,
2017-05-03,1447.55,,
2017-05-04,1508.292125,,
2017-05-05,1533.335071,,
2017-05-06,1518.75,,
2017-05-07,1535.868429,,
2017-05-08,1640.619225,,
2017-05-09,1651.1,,
2017-05-10,1762.88625,,
2017-05-11,1820.990563,,
2017-05-12,1829.0,,
2017-05-13,1771.920013,,
2017-05-14,1776.3165,,
2017-05-15,1780.0,,
2017-05-16,1739.031975,,
2017-05-17,1807.485063,,
2017-05-18,1783.98,,
2017-05-19,1961.520488,,
2017-05-20,2052.909788,,
2017-05-21,2008.84,,
2017-05-22,2090.662313,,
2017-05-23,2287.710288,,
2017-05-24,2256.32,,
2017-05-25,2387.206286,,
2017-05-26,2211.976857,,
2017-05-27,2279.82,,
2017-05-28,2192.9808,,
2017-05-29,2275.9307,,
2017-05-30,2290.02,,
2017-05-31,2285.933914,,
2017-06-01,2399.242671,,
2017-06-02,2409.93,,
2017-06-03,2525.765158,,
2017-06-04,2516.173143,,
2017-06-05,2529.53,,
2017-06-06,2883.313697,,
2017-06-07,2664.920863,,
2017-06-08,2683.03,,
2017-06-09,2827.4913,,
2017-06-10,2845.372857,,
2017-06-11,2898.63,,
2017-06-12,2657.675063,,
2017-06-13,2748.185086,,2748.185086
2017-06-14,2706.0,,
2017-06-15,2442.48025,,
2017-06-16,2464.959814,,
2017-06-17,2477.94,,
2017-06-18,2507.389252,,
2017-06-19,2617.210263,,
2017-06-20,2600.0,,
2017-06-21,2671.04325,,
2017-06-22,2727.288013,,
2017-06-23,2713.48,,
2017-06-24,2589.164888,,
2017-06-25,2512.366286,,
2017-06-26,2502.03,,
2017-06-27,2517.903114,,
2017-06-28,2585.349186,,
2017-06-29,2558.3,,
2017-06-30,2477.641375,,
2017-07-01,2501.191343,,
2017-07-02,2421.26,,
2017-07-03,2561.225429,,
2017-07-04,2599.729838,,
2017-07-05,2598.89,,
2017-07-06,2609.96775,,
2017-07-07,2491.201214,,
2017-07-08,2502.86,,
2017-07-09,2536.238938,,
2017-07-10,2366.170143,,
2017-07-11,2327.09,,
2017-07-12,2385.748571,,
2017-07-13,2354.783417,,
2017-07-14,2338.49,,
2017-07-15,2058.9956,,
2017-07-16,1931.2143,,
2017-07-17,1910.96,,
2017-07-18,2320.12225,,
2017-07-19,2264.7657,,
2017-07-20,2265.21,,
2017-07-21,2682.195363,2682.195363,
2017-07-22,2807.609857,,
2017-07-23,2825.51,,
2017-07-24,2751.821029,,
2017-07-25,2560.997917,,
2017-07-26,2564.3,,
2017-07-27,2647.625,,
2017-07-28,2781.636583,,
2017-07-29,2784.8,,
2017-07-30,2745.955417,,
2017-07-31,2866.431667,,
2017-08-01,2862.9,,
2017-08-02,2693.633983,,
2017-08-03,2794.117717,,
2017-08-04,2790.0,,
2017-08-05,3218.115017,,
2017-08-06,3252.562533,,
2017-08-07,3210.2,,
2017-08-08,3457.374333,,
