date_time,price,buy_time,sell_time
2017-08-09,3357.326317,,
2017-08-10,3340.28,,
2017-08-11,3632.506667,,
2017-08-12,3852.802914,,
2017-08-13,3868.52,,
2017-08-14,4282.992,,
2017-08-15,4217.028329,,
2017-08-16,4179.97,,
2017-08-17,4328.725717,,
2017-08-18,4130.440067,,
2017-08-19,4104.71,,
2017-08-20,4157.958033,,
2017-08-21,4043.722,,
2017-08-22,3986.28,,3986.28
2017-08-23,4174.95,,
2017-08-24,4340.316717,,
2017-08-25,4331.77,,
2017-08-26,4360.513317,,
2017-08-27,4354.308333,,
2017-08-28,4339.05,,
2017-08-29,4607.98545,,
2017-08-30,4594.98785,,
2017-08-31,4582.52,,
2017-09-01,4911.740017,,
2017-09-02,4580.38748,,
2017-09-03,4585.57,,
2017-09-04,4344.098317,,
2017-09-05,4488.72014,,
2017-09-06,4385.02,,
2017-09-07,4654.6585,,
2017-09-08,4310.750183,,
2017-09-09,4312.26,,
2017-09-10,4329.955,,
2017-09-11,4248.090017,,
2017-09-12,4198.59,,
2017-09-13,3961.271267,,
2017-09-14,3319.63,,
2017-09-15,3216.43,,
2017-09-16,3763.62604,,
2017-09-17,3746.060783,,
2017-09-18,3678.53,,
2017-09-19,3943.413333,,
2017-09-20,3977.561667,,
2017-09-21,3894.48,,
2017-09-22,3637.50255,,
2017-09-23,3776.3869,,
2017-09-24,3777.62,,
2017-09-25,3942.555,,
2017-09-26,3910.307383,,
2017-09-27,3881.0,3881.0,
2017-09-28,4201.98905,,
2017-09-29,4193.574667,,
2017-09-30,4164.27,,
2017-10-01,4360.722967,,
2017-10-02,4386.88375,,
2017-10-03,4394.07,,
2017-10-04,4225.175,,
2017-10-05,4338.852,,
2017-10-06,4318.58,,
2017-10-07,4376.191667,,
2017-10-08,4602.280883,,
2017-10-09,4605.66,,
2017-10-10,4782.28,,
2017-10-11,4819.485767,,
2017-10-12,4822.17,,
2017-10-13,5563.806567,,
2017-10-14,5739.438733,,
2017-10-15,5825.99,,
2017-10-16,5711.205867,,
2017-10-17,5603.71294,,
2017-10-18,5594.66,,
2017-10-19,5727.6335,,
2017-10-20,5979.45984,,
2017-10-21,5986.44,,
2017-10-22,5983.18455,,
2017-10-23,5876.079867,,
2017-10-24,5900.59,,
2017-10-25,5669.622533,,
2017-10-26,5893.138417,,5893.138417
2017-10-27,5889.82,,
2017-10-28,5776.69695,,
2017-10-29,6155.43402,,
2017-10-30,6136.49,,
2017-10-31,6388.645167,6388.645167,
2017-11-01,6665.306683,,
2017-11-02,6751.98,,
2017-11-03,7197.72006,,
2017-11-04,7437.543317,,
2017-11-05,7365.99,,
2017-11-06,6989.071667,,
2017-11-07,7092.127233,,
2017-11-08,7128.64,,
2017-11-09,7158.03706,,
2017-11-10,6719.39785,,6719.39785
2017-11-11,6569.22,,
2017-11-12,5716.301583,,
2017-11-13,6550.227533,,
2017-11-14,6493.63,,
2017-11-15,7301.42992,,
2017-11-16,7815.0307,,
2017-11-17,7868.77,7868.77,
2017-11-18,7817.140383,,
2017-11-19,8007.654067,,
2017-11-20,8049.72,,
2017-11-21,8059.8,,
2017-11-22,8268.035,,
2017-11-23,8236.72,,
2017-11-24,8250.978333,,
2017-11-25,8707.407267,,
2017-11-26,8768.8,,
2017-11-27,9718.29505,,
2017-11-28,9952.50882,,
2017-11-29,9919.0,,
2017-11-30,10147.372,,
2017-12-01,10883.912,,
2017-12-02,10879.88,,
2017-12-03,11332.622,,
2017-12-04,11584.83,,
2017-12-05,11591.22,,
2017-12-06,13540.98,,
2017-12-07,16501.97167,,
2017-12-08,16860.88,,
2017-12-09,15142.83415,,
2017-12-10,14869.805,,
2017-12-11,15068.95,,
2017-12-12,17276.39333,,
2017-12-13,16808.36667,,
2017-12-14,16252.31,,
2017-12-15,17771.9,,
2017-12-16,19498.68333,,
2017-12-17,19279.9,,
2017-12-18,18961.85667,,
2017-12-19,17737.11167,,
2017-12-20,17382.94,,
2017-12-21,16047.51,,16047.51
2017-12-22,15190.945,,
2017-12-23,13776.61,,
2017-12-24,13949.175,,
2017-12-25,14119.02833,,
2017-12-26,13740.94,,
2017-12-27,15589.32167,,
2017-12-28,14380.58167,,
2017-12-29,14214.01,,
2017-12-30,13215.574,,
2017-12-31,14165.575,,
2018-01-01,13796.0,,
2018-01-02,15005.85667,,
2018-01-03,15053.26167,,
2018-01-04,15039.24,,
2018-01-05,17174.12,,
2018-01-06,17319.198,,
2018-01-07,17155.95,,
2018-01-08,15265.90667,,
2018-01-09,14714.25333,,
2018-01-10,14437.42,,
2018-01-11,13296.794,,
2018-01-12,13912.882,,
2018-01-13,13791.19,,
2018-01-14,13852.92,,
2018-01-15,14012.196,,
2018-01-16,13554.14,,
2018-01-17,11116.94667,,
2018-01-18,11345.42333,,
2018-01-19,11174.82,,
2018-01-20,12950.79333,,
2018-01-21,11505.228,,
