buy_time,sell_time,earn,wealth
2016-09-11,2016-11-07,142.0574278130782,1099.2162792568165
2017-01-30,2017-01-31,63.283443759164115,1117.2654029705247
2017-03-31,2017-04-01,56.35193582365999,1127.7996839588905
2017-04-04,2017-04-11,83.98891792944865,1164.9968361713945
2017-05-06,2017-05-09,101.52252264512524,1217.8890349167614
2017-05-16,2017-05-20,219.81674417248908,1384.5938828091303
2017-05-28,2017-05-30,61.26815278669653,1389.2529172277277
2017-05-31,2017-06-01,68.86223623772591,1401.16779205159
2017-06-08,2017-06-10,84.78085690358903,1428.2063201350436
2017-07-07,2017-07-31,215.11971874052546,1581.895391695357
2017-08-04,2017-08-15,809.1073610981452,2311.544789903725
2017-09-25,2017-09-30,129.99289879114073,2346.476039122894
2017-10-06,2017-10-11,272.16431792949896,2519.338029128887
2017-10-19,2017-10-22,112.40584416737168,2528.7222352477556
2017-10-30,2017-10-31,103.90799586172439,2529.403181782335
2017-11-19,2017-12-02,907.2591489269604,3317.341020459463
2017-12-06,2017-12-08,813.3266908173099,3981.707536642048
2017-12-30,2017-12-31,286.2248844823154,4102.939621969035
2018-01-18,2018-01-20,580.5632799530306,4507.774051444244
2018-02-12,2018-02-17,1549.8768611713222,5846.34241333437
2018-04-13,2018-04-16,314.08374873448673,5920.290790560792
2018-12-18,2018-12-20,709.645919496533,6378.932160044962
2019-01-21,2019-03-03,508.7655131589209,6622.365076538906
2019-05-11,2019-05-19,956.661675000783,7294.998914978117
2019-06-22,2019-06-25,577.4331568784904,7569.083452119913
2019-06-28,2019-06-30,515.0350348279541,7771.054448166511
2019-07-02,2019-07-04,1032.8672463492792,8472.422171662145
2019-08-30,2019-09-06,976.585661857404,9090.579233415916
2019-10-08,2019-10-10,416.1154909317122,9134.749245192357
2019-11-26,2019-11-28,504.2256032990158,9263.500366617698
2019-12-03,2020-01-25,1417.5851504791956,10282.193799422603
2020-08-05,2020-08-06,510.7272231987812,10371.418726180504
2020-10-18,2020-10-29,1754.1838952233143,11675.662194452132
2020-11-05,2020-11-06,1184.2611843656366,12369.21166735237
2020-11-10,2020-11-13,780.3437414283317,12639.180067258041
2020-12-09,2020-12-25,3723.4478710623957,15782.591778208867
2020-12-26,2020-12-27,1118.2540584600345,16247.177084371346
2021-01-01,2021-01-03,1801.1022923570815,17362.37024750643
2021-01-06,2021-01-07,1434.889099586504,18074.066755200947
2021-01-13,2021-01-16,1496.8097511210647,18817.97764109155
2021-02-04,2021-02-17,5735.784016022008,23686.326871149457
2021-02-18,2021-02-21,1764.704915168206,24468.28461316832
2021-03-08,2021-03-19,3106.347516285305,26533.773794601188
2021-05-31,2021-06-04,2605.4479924326597,28025.761875401146
2021-06-06,2021-06-15,3940.3026758401274,30766.228022708427
2021-07-04,2021-08-05,4488.826209920581,33934.62858752226
2021-08-06,2021-08-08,3114.503643708718,35629.457014855914
2021-08-13,2021-08-15,2161.304893567352,36322.357529957684
2021-08-16,2021-08-23,1759.3450041621647,36593.6213328383
