buy_time,sell_time,earn,wealth
2016-09-11,2016-11-07,142.0574278130782,1099.2162792568165
2017-01-30,2017-01-31,63.283443759164115,1117.2654029705247
2017-03-31,2017-04-01,56.35193582365999,1127.7996839588905
2017-04-04,2017-04-11,83.98891792944865,1164.9968361713945
2017-05-06,2017-05-09,101.52252264512524,1217.8890349167614
2017-05-16,2017-05-20,219.81674417248908,1384.5938828091303
2017-05-28,2017-05-30,61.26815278669653,1389.2529172277277
2017-05-31,2017-06-01,68.86223623772591,1401.16779205159
2017-06-08,2017-06-10,84.78085690358903,1428.2063201350436
2017-07-07,2017-07-31,215.11971874052546,1581.895391695357
2017-08-04,2017-08-15,809.1073610981452,2311.544789903725
2017-09-25,2017-09-30,129.99289879114073,2346.476039122894
2017-10-06,2017-10-11,272.16431792949896,2519.338029128887
2017-10-19,2017-10-22,112.40584416737168,2528.7222352477556
2017-10-30,2017-10-31,103.90799586172439,2529.403181782335
2017-11-19,2017-12-02,907.2591489269604,3317.341020459463
2017-12-06,2017-12-08,813.3266908173099,3981.707536642048
2017-12-30,2017-12-31,286.2248844823154,4102.939621969035
2018-01-18,2018-01-20,580.5632799530306,4507.774051444244
2018-02-12,2018-02-17,1549.8768611713222,5846.34241333437
2018-04-13,2018-04-16,314.08374873448673,5920.290790560792
