buy_time,sell_time,earn,wealth
2016-09-11,2016-11-07,142.0574278130782,1099.2162792568165
2017-01-30,2017-01-31,63.283443759164115,1117.2654029705247
2017-03-31,2017-04-01,56.35193582365999,1127.7996839588905
2017-04-04,2017-04-11,83.98891792944865,1164.9968361713945
2017-05-06,2017-05-09,101.52252264512524,1217.8890349167614
2017-05-16,2017-05-20,219.81674417248908,1384.5938828091303
2017-05-28,2017-05-30,61.26815278669653,1389.2529172277277
2017-05-31,2017-06-01,68.86223623772591,1401.16779205159
2017-06-08,2017-06-10,84.78085690358903,1428.2063201350436
2017-07-07,2017-07-31,215.11971874052546,1581.895391695357
2017-08-04,2017-08-15,809.1073610981452,2311.544789903725
2017-09-25,2017-09-30,129.99289879114073,2346.476039122894
2017-10-06,2017-10-11,272.16431792949896,2519.338029128887
